"Profile_ID","Age","Gender","Role","Seniority_Level","Company_Name","Company_Size_Employees","Industry","Location_City","Business_Interests","Business_Objectives","Constraints"
"5295","26","Female","Founder","Executive","Databricks","18","AI","Berlin","Startup Ecosystem;Corporate Innovation;Content Creation;Open Source","Networking with industry peers","Looking to connect with experienced operators or advisors;Prefer discussions with decision-makers only"
"5296","49","Male","Consultant","Junior","Microsoft","116603","E-commerce","Dubai","Open Source;Sales;Data Science;Venture Capital","Understanding investor expectations;Exploring freelance or contract work;Looking for internship opportunities","Not interested in permanent full-time roles"
"5297","31","Non-binary","Consultant","Junior","Razorpay","479","HealthTech","London","Startup Ecosystem;SaaS;Product Management","Learning about industry trends;Building professional visibility;Exploring freelance or contract work","Prefer strategy or transformation work"
"5298","52","Female","Investment Analyst","Mid","EY","293","SaaS","Singapore","Content Creation","Exploring new job opportunities;Career transition planning;Learning about industry trends","Prefer companies with some market validation;Interested only in scalable, venture-backable startups"
"5299","40","Female","Investment Analyst","Junior","Atlassian","764","HealthTech","London","Open Source;Product Management;Marketing;Content Creation","Exploring partnerships or collaborations;Seeking startup or founder connections","Not evaluating service-based businesses"
"5300","36","Male","Product Manager","","Snowflake","141","Supply Chain","New York","Content Creation;Data Science;Corporate Innovation;SaaS","Hiring for current or future roles;Building professional visibility;Understanding investor expectations","Looking for product-led organizations"
"5301","25","Male","Investment Analyst","Mid","ByteDance","41","FinTech","Paris","Venture Capital;Content Creation","Exploring partnerships or collaborations;Exploring new job opportunities;Networking with industry peers","Not evaluating service-based businesses;Interested only in scalable, venture-backable startups"
"5302","47","Non-binary","Investment Analyst","Junior","Uber","11","Media","Singapore","Data Science;Venture Capital;Corporate Innovation","Seeking startup or founder connections","Prefer companies with some market validation"
"5303","37","Male","Product Manager","","TCS","53","E-commerce","Singapore","Marketing","Mentorship and guidance;Building professional visibility;Hiring for current or future roles","Prefer companies with clear product ownership"
"5304","28","Non-binary","Business Analyst","Junior","Google","285","EdTech","New York","Content Creation;SaaS;Product Management","Exploring freelance or contract work;Hiring for current or future roles","Not looking for hardcore sales positions"
"5305","24","Female","Founder","Senior","Microsoft","24769","Climate Tech","Berlin","SaaS","Building professional visibility","Looking to connect with experienced operators or advisors"
"5306","49","Female","Consultant","Junior","Gojek","492","EdTech","New York","Data Science;Venture Capital;Startup Ecosystem;Corporate Innovation","Exploring new job opportunities;Exploring partnerships or collaborations;Looking for internship opportunities","Looking for short-term or project-based engagements"
"5307","25","Non-binary","Data Scientist","Executive","Deloitte","614","SaaS","San Francisco","Content Creation;SaaS;Product Management","Understanding investor expectations","Prefer teams working with real-world production data"
"5308","58","Non-binary","Software Engineer","Mid","Gojek","855","Climate Tech","Berlin","Open Source","Career transition planning","Only interested in technical discussions or engineering roles"
"5309","35","Female","Data Scientist","Executive","Salesforce","28614","Media","London","AI;Corporate Innovation;Sales;Data Science","Exploring freelance or contract work;Exploring partnerships or collaborations","Prefer teams working with real-world production data"
"5310","32","Male","Marketing Manager","Executive","Tokopedia","309","FinTech","Berlin","Product Management;Open Source;Data Science","Learning about industry trends;Seeking startup or founder connections;Looking for internship opportunities","Prefer B2C or high-growth startups;Not looking for pure content-only positions"
"5311","39","Non-binary","Sales Executive","Junior","Snowflake","98","Media","Paris","Content Creation;Open Source;Startup Ecosystem;Data Science","Networking with industry peers;Mentorship and guidance;Hiring for current or future roles","Not interested in early unpaid opportunities;Looking for revenue-facing roles only"
"5312","51","Non-binary","Data Scientist","Mid","Apple","55082","EdTech","Sydney","SaaS;Corporate Innovation;Open Source;Marketing","Understanding investor expectations","Interested only in data-driven or AI-focused teams;Not open to non-technical roles"
"5313","26","Female","Co-Founder","","Flipkart","67","EdTech","San Francisco","Corporate Innovation;AI;SaaS","Looking for internship opportunities;Career transition planning","Exploring complementary skillset co-founders;Prefer long-term collaboration opportunities"
"5314","27","Female","Marketing Manager","Senior","Meta","34","SaaS","New York","SaaS;AI","Building professional visibility;Networking with industry peers;Hiring for current or future roles","Not looking for pure content-only positions"
"5315","21","Female","Content Creator","Senior","Accenture","29","Media","Dubai","SaaS;Marketing;Open Source","Hiring for current or future roles;Mentorship and guidance","Not interested in full-time corporate roles;Looking for brand collaborations or creator partnerships"
"5316","37","Male","Marketing Manager","Mid","Microsoft","383","Supply Chain","Singapore","Product Management;AI","Networking with industry peers;Exploring freelance or contract work","Interested in growth or performance marketing roles;Prefer B2C or high-growth startups"
"5317","35","Non-binary","Consultant","Junior","Google","158","EdTech","Sydney","Content Creation;Product Management;SaaS;Data Science","Networking with industry peers","Looking for short-term or project-based engagements"
"5318","19","Male","Consultant","Senior","Salesforce","192","EdTech","San Francisco","Marketing;Corporate Innovation;Venture Capital;AI","Looking for internship opportunities","Not interested in permanent full-time roles"
"5319","29","Non-binary","Content Creator","","KPMG","26","HealthTech","London","AI;Product Management;Content Creation;Open Source","Learning about industry trends","Prefer flexible or remote opportunities;Not interested in full-time corporate roles"
"5320","30","Female","HR Manager","Senior","Stripe","427","AI","Berlin","Corporate Innovation;Data Science","Seeking startup or founder connections;Exploring partnerships or collaborations;Exploring freelance or contract work","Interested in hiring or employer branding discussions"
"5321","50","Female","Business Analyst","Senior","Spotify","16","E-commerce","London","AI;Corporate Innovation;Product Management;Marketing","Networking with industry peers;Hiring for current or future roles;Understanding investor expectations","Prefer data-driven organizations;Not looking for hardcore sales positions"
"5322","35","Male","Content Creator","","Razorpay","115","SaaS","Singapore","Product Management;Sales;Marketing","Building professional visibility;Looking for internship opportunities;Exploring freelance or contract work","Not interested in full-time corporate roles;Prefer flexible or remote opportunities"
"5323","55","Male","Business Analyst","Junior","Shopify","513","Supply Chain","New York","AI;Venture Capital;Content Creation","Learning about industry trends;Looking for internship opportunities;Exploring freelance or contract work","Not looking for hardcore sales positions;Interested in strategy, analytics, or ops roles"
"5324","28","Male","Student","Senior","Accenture","","Supply Chain","New York","Data Science;Marketing","Networking with industry peers;Learning about industry trends","Prefer learning-focused conversations;Looking only for internships or entry-level roles"
"5325","30","Female","Founder","","PhonePe","8724","AI","Dubai","Product Management;Startup Ecosystem;SaaS;Data Science","Exploring partnerships or collaborations","Not interested in service or agency partnerships"
"5326","30","Female","Investment Analyst","Executive","Shopee","20","SaaS","Paris","Data Science;Corporate Innovation;Content Creation;SaaS","Exploring new job opportunities;Career transition planning;Mentorship and guidance","Not evaluating service-based businesses"
"5327","20","Male","Marketing Manager","Senior","Adobe","784","EdTech","Toronto","Open Source;Content Creation;Corporate Innovation","Learning about industry trends;Exploring freelance or contract work","Not looking for pure content-only positions"
"5328","37","Male","Student","Senior","Zoho","","Media","Singapore","Data Science;Product Management;AI;Open Source","Mentorship and guidance","Not interested in full-time senior positions;Looking only for internships or entry-level roles"
"5329","40","Male","Sales Executive","Junior","Razorpay","501","FinTech","Sydney","Data Science;Sales;Venture Capital;Corporate Innovation","Exploring new job opportunities","Prefer companies with established products;Not interested in early unpaid opportunities"
"5330","53","Female","Marketing Manager","","Infosys","168","SaaS","San Francisco","Startup Ecosystem","Networking with industry peers;Mentorship and guidance","Interested in growth or performance marketing roles;Prefer B2C or high-growth startups"
"5331","29","Non-binary","Data Scientist","Executive","SAP","246","AI","Sydney","Open Source","Looking for internship opportunities;Exploring partnerships or collaborations;Understanding investor expectations","Not open to non-technical roles;Interested only in data-driven or AI-focused teams"
"5332","24","Female","CTO","Mid","Tokopedia","6","FinTech","London","Content Creation","Exploring freelance or contract work;Learning about industry trends","Not looking for junior engineering roles"
"5333","32","Male","Investment Analyst","Junior","TCS","63","Media","Berlin","Content Creation;AI;Corporate Innovation","Learning about industry trends;Looking for internship opportunities;Exploring freelance or contract work","Interested only in scalable, venture-backable startups;Prefer companies with some market validation"
"5334","29","Male","CTO","Junior","Grab","79776","Climate Tech","Dubai","Sales;Data Science;Venture Capital;SaaS","Hiring for current or future roles;Exploring partnerships or collaborations","Interested in technical leadership discussions"
"5335","28","Male","Content Creator","","TikTok","933","Climate Tech","New York","Sales","Career transition planning","Not interested in full-time corporate roles;Looking for brand collaborations or creator partnerships"
"5336","23","Female","Consultant","Senior","KPMG","10","SaaS","Sydney","AI","Exploring freelance or contract work;Understanding investor expectations","Looking for short-term or project-based engagements;Not interested in permanent full-time roles"
"5337","36","Male","Co-Founder","Junior","Grab","224","Climate Tech","London","Product Management;SaaS","Exploring partnerships or collaborations;Networking with industry peers;Looking for internship opportunities","Prefer long-term collaboration opportunities"
"5338","49","Female","Product Manager","","Nvidia","14","Supply Chain","Paris","Data Science;Corporate Innovation;Content Creation;Open Source","Exploring freelance or contract work","Prefer companies with clear product ownership"
"5339","57","Female","Student","Senior","Shopee","","Climate Tech","London","Open Source","Understanding investor expectations;Learning about industry trends","Prefer learning-focused conversations"
"5340","44","Female","Marketing Manager","Mid","BCG","58","Media","Toronto","Sales;Content Creation;AI;Venture Capital","Understanding investor expectations","Prefer B2C or high-growth startups"
"5341","32","Non-binary","HR Manager","Junior","Airbnb","75","SaaS","San Francisco","Content Creation;Sales;Venture Capital;AI","Building professional visibility;Exploring new job opportunities;Career transition planning","Not exploring individual contributor roles;Prefer companies with growing teams"
"5342","54","Male","Content Creator","Mid","Gojek","628","E-commerce","Berlin","Venture Capital;Corporate Innovation;Startup Ecosystem","Seeking startup or founder connections","Prefer flexible or remote opportunities"
"5343","18","Female","Marketing Manager","Senior","Shopify","240","HealthTech","Sydney","Content Creation;Startup Ecosystem;Sales;SaaS","Exploring freelance or contract work;Mentorship and guidance","Not looking for pure content-only positions"
"5344","37","Non-binary","HR Manager","Senior","Grab","37","AI","New York","Sales;Open Source;Data Science;Content Creation","Exploring freelance or contract work","Prefer companies with growing teams;Not exploring individual contributor roles"
"5345","55","Male","Founder","Senior","TCS","555","FinTech","London","SaaS","Hiring for current or future roles;Building professional visibility;Mentorship and guidance","Prefer discussions with decision-makers only;Looking to connect with experienced operators or advisors"
"5346","25","Non-binary","Data Scientist","Junior","Freshworks","811","Media","Sydney","SaaS;Data Science;Content Creation;Sales","Networking with industry peers;Seeking startup or founder connections","Prefer teams working with real-world production data"
"5347","26","Male","Product Manager","Mid","Databricks","29682","SaaS","Bangalore","Product Management;Startup Ecosystem","Career transition planning;Building professional visibility;Exploring new job opportunities","Looking for product-led organizations"
"5348","38","Male","Founder","Junior","PwC","68","E-commerce","New York","SaaS;Marketing;Data Science","Understanding investor expectations;Exploring partnerships or collaborations;Learning about industry trends","Looking to connect with experienced operators or advisors;Not interested in service or agency partnerships"
"5349","23","Non-binary","Content Creator","Mid","PwC","32","Media","New York","SaaS","Building professional visibility","Not interested in full-time corporate roles;Prefer flexible or remote opportunities"
"5350","32","Non-binary","Co-Founder","Junior","Nvidia","753","HealthTech","London","Sales;Venture Capital","Networking with industry peers;Career transition planning","Prefer long-term collaboration opportunities;Exploring complementary skillset co-founders"
"5351","50","Non-binary","Product Manager","Senior","BCG","95","FinTech","Bangalore","AI;Marketing;Open Source;Product Management","Networking with industry peers;Exploring new job opportunities","Not interested in purely sales-driven roles;Looking for product-led organizations"
"5352","37","Female","Software Engineer","Mid","Swiggy","22","SaaS","Paris","Content Creation;Sales","Mentorship and guidance","Not looking for sales or marketing opportunities;Prefer product-focused companies over agencies"
"5353","22","Male","Co-Founder","Mid","Meta","23","E-commerce","Singapore","Open Source;AI;Data Science","Looking for internship opportunities;Understanding investor expectations","Not interested in solo consulting gigs;Exploring complementary skillset co-founders"
"5354","18","Female","Business Analyst","Executive","Freshworks","96","EdTech","Bangalore","SaaS;Startup Ecosystem;Corporate Innovation","Mentorship and guidance;Exploring partnerships or collaborations","Prefer data-driven organizations;Not looking for hardcore sales positions"
"5355","18","Male","Student","Senior","ByteDance","","E-commerce","Berlin","Product Management;Data Science;Content Creation","Networking with industry peers","Not interested in full-time senior positions"
"5356","33","Female","Student","Senior","Intel","","Climate Tech","New York","Sales","Exploring new job opportunities;Networking with industry peers;Learning about industry trends","Prefer learning-focused conversations"
"5357","35","Male","Data Scientist","","EY","40","Supply Chain","Bangalore","Product Management;Startup Ecosystem;Open Source","Career transition planning","Not open to non-technical roles;Interested only in data-driven or AI-focused teams"
"5358","20","Non-binary","Student","Junior","Meta","","AI","Singapore","Product Management;Sales;AI;Data Science","Mentorship and guidance","Looking only for internships or entry-level roles"
"5359","46","Male","Business Analyst","Executive","Google","18","HealthTech","Sydney","Content Creation;Marketing;SaaS;Product Management","Building professional visibility","Not looking for hardcore sales positions"
"5360","22","Male","CTO","Executive","Atlassian","22","Supply Chain","Dubai","AI","Career transition planning","Not looking for junior engineering roles"
"5361","49","Female","Business Analyst","Senior","SAP","77820","E-commerce","New York","Corporate Innovation;Sales","Building professional visibility","Interested in strategy, analytics, or ops roles"
"5362","51","Female","HR Manager","Senior","Tokopedia","56","SaaS","San Francisco","Data Science","Hiring for current or future roles;Learning about industry trends;Understanding investor expectations","Not exploring individual contributor roles"
"5363","43","Male","Student","Junior","Zomato","","EdTech","San Francisco","AI;Data Science;Venture Capital","Exploring partnerships or collaborations","Not interested in full-time senior positions"
"5364","26","Male","Marketing Manager","","TCS","31","Supply Chain","San Francisco","Corporate Innovation;Content Creation","Understanding investor expectations","Interested in growth or performance marketing roles"
"5365","45","Non-binary","CTO","Mid","Infosys","45","Supply Chain","Toronto","AI;Startup Ecosystem;Product Management","Career transition planning;Hiring for current or future roles","Interested in technical leadership discussions"
"5366","22","Female","Co-Founder","Junior","Spotify","67","AI","San Francisco","Data Science;Startup Ecosystem","Networking with industry peers","Exploring complementary skillset co-founders;Prefer long-term collaboration opportunities"
"5367","57","Female","Marketing Manager","Junior","PhonePe","2836","E-commerce","Bangalore","AI;Product Management;Open Source;Startup Ecosystem","Building professional visibility","Prefer B2C or high-growth startups"
"5368","56","Female","Co-Founder","Executive","ByteDance","281","EdTech","Sydney","Open Source;Venture Capital;Product Management;Corporate Innovation","Mentorship and guidance;Learning about industry trends","Exploring complementary skillset co-founders;Prefer long-term collaboration opportunities"
"5369","33","Female","Product Manager","","Meta","23","Climate Tech","Berlin","Corporate Innovation;Startup Ecosystem;SaaS;Sales","Mentorship and guidance;Exploring new job opportunities","Looking for product-led organizations"
"5370","54","Male","Software Engineer","Junior","Swiggy","190","SaaS","Sydney","Content Creation;Marketing;Sales","Career transition planning;Networking with industry peers","Only interested in technical discussions or engineering roles;Not looking for sales or marketing opportunities"
"5371","44","Female","Investment Analyst","Mid","Snowflake","62864","AI","London","Content Creation;Product Management;Sales","Hiring for current or future roles;Exploring partnerships or collaborations;Seeking startup or founder connections","Interested only in scalable, venture-backable startups"
"5372","42","Female","Co-Founder","Senior","OpenAI","96","E-commerce","Dubai","Content Creation;Corporate Innovation;Marketing;Data Science","Seeking startup or founder connections","Not interested in solo consulting gigs"
"5373","26","Male","Sales Executive","Executive","Bain","129048","SaaS","Dubai","Corporate Innovation;SaaS;Startup Ecosystem","Networking with industry peers","Not interested in early unpaid opportunities;Looking for revenue-facing roles only"
"5374","32","Female","Product Manager","Senior","Infosys","40","AI","London","SaaS;Open Source;Startup Ecosystem;Product Management","Exploring freelance or contract work;Seeking startup or founder connections","Prefer companies with clear product ownership"
"5375","39","Non-binary","Co-Founder","Executive","EY","19","EdTech","Singapore","Sales;Startup Ecosystem;Content Creation;AI","Hiring for current or future roles","Exploring complementary skillset co-founders;Not interested in solo consulting gigs"
"5376","45","Female","Business Analyst","Executive","Freshworks","40","E-commerce","Berlin","SaaS;Content Creation","Exploring partnerships or collaborations","Interested in strategy, analytics, or ops roles;Prefer data-driven organizations"
"5377","48","Male","Consultant","Senior","Apple","638","E-commerce","Singapore","Content Creation;AI","Learning about industry trends;Hiring for current or future roles;Looking for internship opportunities","Not interested in permanent full-time roles"
"5378","18","Non-binary","Data Scientist","Junior","Atlassian","595","Climate Tech","Toronto","Sales;Corporate Innovation;SaaS","Mentorship and guidance;Exploring partnerships or collaborations","Prefer teams working with real-world production data"
"5379","44","Non-binary","Co-Founder","","Grab","133982","Supply Chain","San Francisco","Corporate Innovation;Content Creation;Venture Capital","Networking with industry peers;Exploring freelance or contract work","Exploring complementary skillset co-founders;Prefer long-term collaboration opportunities"
"5380","33","Male","HR Manager","Executive","Databricks","24","FinTech","Bangalore","Marketing;Venture Capital;Content Creation","Looking for internship opportunities;Seeking startup or founder connections","Not exploring individual contributor roles"
"5381","49","Female","Product Manager","Mid","Freshworks","446","FinTech","Bangalore","Marketing;AI;Venture Capital;Startup Ecosystem","Understanding investor expectations;Looking for internship opportunities;Building professional visibility","Not interested in purely sales-driven roles;Looking for product-led organizations"
"5382","26","Female","CTO","Junior","SAP","191","Media","London","SaaS;Corporate Innovation;Sales","Looking for internship opportunities;Career transition planning;Hiring for current or future roles","Prefer product-scale technical challenges"
"5383","43","Non-binary","HR Manager","Senior","OpenAI","22","Media","New York","Startup Ecosystem;Product Management;Sales","Exploring new job opportunities","Interested in hiring or employer branding discussions;Prefer companies with growing teams"
"5384","18","Male","Student","Senior","ByteDance","","SaaS","Dubai","SaaS;Content Creation;Product Management;Open Source","Mentorship and guidance;Hiring for current or future roles","Prefer learning-focused conversations"
"5385","30","Female","Business Analyst","Senior","Uber","24","Climate Tech","Bangalore","SaaS","Mentorship and guidance","Not looking for hardcore sales positions"
"5386","37","Non-binary","Software Engineer","Mid","TCS","12","Climate Tech","London","Content Creation;SaaS;Startup Ecosystem","Career transition planning;Building professional visibility;Understanding investor expectations","Not looking for sales or marketing opportunities;Only interested in technical discussions or engineering roles"
"5387","32","Non-binary","HR Manager","Executive","Databricks","6","EdTech","Singapore","SaaS;Venture Capital;Marketing","Looking for internship opportunities;Mentorship and guidance","Interested in hiring or employer branding discussions"
"5388","41","Male","Business Analyst","Junior","Apple","23","SaaS","Sydney","Venture Capital;Content Creation;Data Science;Sales","Exploring freelance or contract work;Hiring for current or future roles","Not looking for hardcore sales positions;Interested in strategy, analytics, or ops roles"
"5389","49","Female","Consultant","Junior","Intel","151","Media","London","Corporate Innovation;SaaS;Content Creation;Venture Capital","Looking for internship opportunities;Hiring for current or future roles","Prefer strategy or transformation work"
"5390","30","Male","Co-Founder","Junior","Shopee","117960","E-commerce","Toronto","Startup Ecosystem;Data Science;Product Management;SaaS","Hiring for current or future roles;Exploring partnerships or collaborations;Exploring freelance or contract work","Prefer long-term collaboration opportunities;Exploring complementary skillset co-founders"
"5391","48","Female","Marketing Manager","","McKinsey","7","AI","San Francisco","Sales;Corporate Innovation;SaaS","Learning about industry trends;Exploring new job opportunities;Looking for internship opportunities","Interested in growth or performance marketing roles;Prefer B2C or high-growth startups"
"5392","24","Non-binary","Data Scientist","Senior","Bain","28187","EdTech","New York","Startup Ecosystem","Mentorship and guidance","Prefer teams working with real-world production data"
"5393","52","Male","Consultant","Junior","OpenAI","33","E-commerce","Berlin","SaaS","Networking with industry peers;Learning about industry trends;Exploring partnerships or collaborations","Looking for short-term or project-based engagements;Not interested in permanent full-time roles"
"5394","51","Female","Marketing Manager","","Salesforce","19","Supply Chain","Singapore","Data Science","Career transition planning","Interested in growth or performance marketing roles;Prefer B2C or high-growth startups"
"5395","26","Non-binary","Founder","Executive","Google","163","E-commerce","London","Venture Capital;Sales;AI","Seeking startup or founder connections","Prefer discussions with decision-makers only"
"5396","39","Male","HR Manager","","Deloitte","6","EdTech","Paris","Open Source;SaaS;Content Creation;Startup Ecosystem","Learning about industry trends","Prefer companies with growing teams;Interested in hiring or employer branding discussions"
"5397","44","Male","Content Creator","Executive","Adobe","23","FinTech","San Francisco","Content Creation;Product Management;Corporate Innovation;Sales","Exploring partnerships or collaborations;Looking for internship opportunities;Mentorship and guidance","Not interested in full-time corporate roles;Prefer flexible or remote opportunities"
"5398","51","Male","Data Scientist","Executive","BCG","219","EdTech","Singapore","AI;SaaS;Product Management","Networking with industry peers;Hiring for current or future roles","Interested only in data-driven or AI-focused teams"
"5399","56","Male","Business Analyst","","KPMG","48","SaaS","Paris","Product Management","Career transition planning;Hiring for current or future roles;Mentorship and guidance","Interested in strategy, analytics, or ops roles;Prefer data-driven organizations"
"5400","46","Male","Sales Executive","Junior","Gojek","826","AI","New York","Marketing","Exploring freelance or contract work","Prefer companies with established products;Not interested in early unpaid opportunities"
"5401","38","Female","Content Creator","","Bain","631","SaaS","Sydney","Corporate Innovation","Seeking startup or founder connections;Learning about industry trends","Prefer flexible or remote opportunities;Not interested in full-time corporate roles"
"5402","35","Female","Investment Analyst","","SAP","65","E-commerce","Bangalore","Startup Ecosystem;Sales;AI","Seeking startup or founder connections;Learning about industry trends","Interested only in scalable, venture-backable startups"
"5403","22","Female","Content Creator","Junior","Zomato","571","SaaS","London","Sales;Open Source","Building professional visibility","Looking for brand collaborations or creator partnerships"
"5404","27","Female","HR Manager","Executive","Deloitte","17","E-commerce","Bangalore","Open Source","Understanding investor expectations","Prefer companies with growing teams;Interested in hiring or employer branding discussions"
"5405","45","Female","Student","Mid","Wipro","","EdTech","Berlin","SaaS;Open Source;Corporate Innovation;AI","Understanding investor expectations;Learning about industry trends","Looking only for internships or entry-level roles;Not interested in full-time senior positions"
"5406","50","Non-binary","Content Creator","","Meta","20706","Climate Tech","San Francisco","Marketing","Exploring partnerships or collaborations","Prefer flexible or remote opportunities"
"5407","40","Non-binary","Co-Founder","Senior","Meta","244","EdTech","London","Product Management;Content Creation;Corporate Innovation;Venture Capital","Exploring partnerships or collaborations","Prefer long-term collaboration opportunities;Not interested in solo consulting gigs"
"5408","43","Male","CTO","","Netflix","26","Media","Singapore","Startup Ecosystem;Open Source;Venture Capital;Sales","Exploring new job opportunities;Hiring for current or future roles","Not looking for junior engineering roles"
"5409","32","Female","Consultant","Junior","SAP","169","EdTech","Dubai","Venture Capital","Understanding investor expectations;Looking for internship opportunities;Exploring partnerships or collaborations","Prefer strategy or transformation work"
"5410","21","Female","Marketing Manager","Senior","Swiggy","776","EdTech","San Francisco","SaaS;Data Science;Venture Capital;AI","Looking for internship opportunities;Hiring for current or future roles;Seeking startup or founder connections","Interested in growth or performance marketing roles"
"5411","44","Non-binary","CTO","Junior","KPMG","230","EdTech","New York","Content Creation;Venture Capital;Marketing;Sales","Mentorship and guidance;Seeking startup or founder connections;Hiring for current or future roles","Not looking for junior engineering roles"
"5412","43","Male","Data Scientist","Mid","Tokopedia","13838","EdTech","Berlin","Content Creation","Building professional visibility;Learning about industry trends","Interested only in data-driven or AI-focused teams;Prefer teams working with real-world production data"
"5413","50","Non-binary","Founder","","Tokopedia","707","E-commerce","Paris","Corporate Innovation","Career transition planning","Looking to connect with experienced operators or advisors;Not interested in service or agency partnerships"
"5414","39","Male","Software Engineer","","KPMG","39","Supply Chain","New York","SaaS;Marketing","Exploring partnerships or collaborations;Understanding investor expectations","Not looking for sales or marketing opportunities"
"5415","39","Male","Product Manager","Executive","Paytm","77","EdTech","Singapore","Open Source;Data Science;SaaS","Building professional visibility","Looking for product-led organizations"
"5416","31","Male","CTO","Junior","Paytm","36","EdTech","Bangalore","Venture Capital;Corporate Innovation;SaaS","Career transition planning","Interested in technical leadership discussions;Prefer product-scale technical challenges"
"5417","58","Male","CTO","","Infosys","518","Supply Chain","New York","Product Management;Startup Ecosystem","Mentorship and guidance","Not looking for junior engineering roles;Interested in technical leadership discussions"
"5418","36","Male","Business Analyst","","Airbnb","35","E-commerce","New York","Marketing;Sales;Startup Ecosystem;Venture Capital","Understanding investor expectations","Interested in strategy, analytics, or ops roles"
"5419","21","Female","Co-Founder","Junior","Apple","184","Climate Tech","Toronto","AI;Sales","Exploring partnerships or collaborations;Mentorship and guidance;Seeking startup or founder connections","Prefer long-term collaboration opportunities;Exploring complementary skillset co-founders"
"5420","19","Male","Business Analyst","Mid","Infosys","68926","Climate Tech","Bangalore","SaaS","Hiring for current or future roles;Networking with industry peers;Exploring new job opportunities","Interested in strategy, analytics, or ops roles"
"5421","19","Non-binary","Investment Analyst","","Airbnb","211","FinTech","Singapore","SaaS","Seeking startup or founder connections;Hiring for current or future roles;Career transition planning","Interested only in scalable, venture-backable startups;Prefer companies with some market validation"
"5422","40","Non-binary","Founder","Junior","Tokopedia","79075","AI","Paris","Corporate Innovation;Product Management;SaaS","Building professional visibility;Career transition planning;Understanding investor expectations","Looking to connect with experienced operators or advisors"
"5423","55","Male","Co-Founder","Mid","Wipro","37","FinTech","Dubai","Data Science;Corporate Innovation;Content Creation;Marketing","Career transition planning","Exploring complementary skillset co-founders;Prefer long-term collaboration opportunities"
"5424","45","Non-binary","Sales Executive","","IBM","40","AI","San Francisco","Venture Capital;AI","Learning about industry trends;Exploring freelance or contract work","Not interested in early unpaid opportunities"
"5425","50","Female","HR Manager","Mid","Grab","44","E-commerce","Dubai","AI","Mentorship and guidance","Interested in hiring or employer branding discussions"
"5426","36","Male","Software Engineer","","Google","942","FinTech","San Francisco","Venture Capital;AI","Mentorship and guidance;Building professional visibility;Understanding investor expectations","Not looking for sales or marketing opportunities;Only interested in technical discussions or engineering roles"
"5427","54","Female","Consultant","Junior","OpenAI","16","AI","London","Sales","Learning about industry trends;Exploring freelance or contract work;Mentorship and guidance","Prefer strategy or transformation work"
"5428","44","Non-binary","Marketing Manager","Mid","Amazon","231","E-commerce","Toronto","Product Management;Sales","Exploring partnerships or collaborations","Not looking for pure content-only positions"
"5429","56","Non-binary","Founder","Junior","OpenAI","185","E-commerce","London","Product Management;Content Creation","Mentorship and guidance;Exploring new job opportunities","Prefer discussions with decision-makers only"
"5430","50","Non-binary","HR Manager","Junior","Gojek","3212","EdTech","Dubai","Marketing;Content Creation","Looking for internship opportunities;Seeking startup or founder connections","Prefer companies with growing teams"
"5431","41","Non-binary","Content Creator","Junior","Snowflake","128382","AI","Bangalore","Data Science;Corporate Innovation","Mentorship and guidance;Looking for internship opportunities;Understanding investor expectations","Looking for brand collaborations or creator partnerships"
"5432","48","Male","HR Manager","Executive","Zoho","258","SaaS","Dubai","Content Creation","Exploring partnerships or collaborations;Building professional visibility","Prefer companies with growing teams"
"5433","52","Male","Sales Executive","","Google","17","Media","Dubai","Product Management;Corporate Innovation;Sales;Open Source","Building professional visibility;Exploring new job opportunities;Exploring partnerships or collaborations","Looking for revenue-facing roles only"
"5434","24","Female","Co-Founder","Senior","Atlassian","176","HealthTech","Sydney","AI;Content Creation;Open Source;Venture Capital","Mentorship and guidance","Prefer long-term collaboration opportunities;Exploring complementary skillset co-founders"
"5435","53","Female","Founder","Senior","Databricks","417","E-commerce","Dubai","Sales;Venture Capital;Startup Ecosystem;AI","Exploring freelance or contract work;Career transition planning","Looking to connect with experienced operators or advisors;Prefer discussions with decision-makers only"
"5436","40","Male","HR Manager","","Meta","30","Supply Chain","New York","Sales;AI;Product Management","Building professional visibility;Looking for internship opportunities","Prefer companies with growing teams;Interested in hiring or employer branding discussions"
"5437","23","Female","Investment Analyst","Mid","Oracle","456","HealthTech","Berlin","Open Source;Marketing","Seeking startup or founder connections;Building professional visibility","Not evaluating service-based businesses"
"5438","52","Female","Consultant","Senior","Adobe","117","AI","Toronto","Marketing","Seeking startup or founder connections","Looking for short-term or project-based engagements;Not interested in permanent full-time roles"
"5439","39","Non-binary","Student","Senior","Bain","","SaaS","Berlin","Data Science;AI;Corporate Innovation;Product Management","Hiring for current or future roles;Mentorship and guidance","Looking only for internships or entry-level roles"
"5440","30","Non-binary","Product Manager","Mid","Nvidia","245","Climate Tech","Toronto","Sales;Open Source;Product Management;Data Science","Exploring new job opportunities;Building professional visibility;Exploring partnerships or collaborations","Not interested in purely sales-driven roles;Looking for product-led organizations"
"5441","50","Non-binary","Product Manager","Executive","Wipro","16","SaaS","Sydney","SaaS;Marketing","Understanding investor expectations","Not interested in purely sales-driven roles;Looking for product-led organizations"
"5442","37","Female","Product Manager","Junior","ByteDance","23","HealthTech","New York","Content Creation","Mentorship and guidance;Seeking startup or founder connections;Building professional visibility","Looking for product-led organizations;Prefer companies with clear product ownership"
